tweet,sarcastic,rephrase,dialect
غالبية معلوماتي العامة حصلت عليها وانا اتغدى على الجريدة,1,ما يقرا الجريدة الا وهو يتغدى عليها,gulf
يوسف الشريف مش بيحضن ف المسلسلات ، شابوه يوسف الشريف,1,يوسف الشريف محترم وأخلاقه عالية,nile
بلاش حكايه محدود الدخل هي بقت معدوم الدخل او محروم الدخل,1,كلمة محدود الدخل اصبحت غير ذات معني لان الأمر تجاوز ذلك,nile
والله صوته جميل لا تقول حمو بيكا ولا حسن شكوش,1,صوته وحش مثل السرسجية المتصدرين الغناء,nile
ابن الوز عوام,1,الولد شاطر زى ابوه,nile
فى بعض الأحيان نحتاج ننزل من القافلة التى تسير وتربى الكلب ابن الكلب اللى بينبح,1,احيانا بنحتاج وقفه ومواجهة مع الشخص اللى بيأذيك,nile
نجح ب 60 في الميه وعامل فرح,1,فاشل وفرحان بفشله,nile
محمد صلاح نجم النجوم,1,محمد صلاح لعيب,nile
ياما نفسي فيك يا بلح بس النخل عالي,1,انت بنت جميلة وطويلة,nile
ثم تكتشف أنك صببت كل مشاعرك صبا في شخص مخروم,1,هتحب حد ميستاهلش مشاعرك ,msa
هي حلوة اه بس تبقى حلوة من غيركم لأنكم ضيقتم علينا عيشتنا ربنا يضيقها عليكم دنيا واخرة,1,البلد حلوة بس من غير الحكومة,nile
بنت الأصل بتخلي كوخها قصر,1,رغم الفقر تستطيع المراة الاصلية ان تجعل بيتها مثل القصر,nile
البنت دى عاملة فيها خضرة الشريفة,1,البنت دى مش محترمة,nile
انا مش عارف صراحة انت اتحدفت علينا من انهي داهية,1,أنت بلاء علينا ,nile
هى مش خيبة الأمل راكبة جمل اومال معايا بتيجى بسرعة ليه,1,مش للحق اخد نفسى الخيبات بتيجى ورا بعض,nile
مفيش حاجه بتهون عليا مشاكل غير غبائى لانى ساعات مابهمش أن دى اصلا مشكلة,1,اللى مخلينى مرتاح البال وعادة أن أنا مش بفهم بسرعه المشاكل,nile
رضا عبد العال انا نفسى يجيبوك تهبد مكان البدرى عشان الجمهور يفشخك بعده وتتبط وتسكت,1,رضا عبد العال فاشل مثل البدرى,nile
ضحايا الجواز بقوا اكتر من ضحايا الحروب,1,انتشار ظاهرة قتل الازواج للزوجات وقتل الزوجات للازواج,nile
بص قول ادفعو المصاريف واحنا هندفع لكن شغل سيكون منتظما داا مش حلو وحنا عارفين ف الاخر هنقضيها اون لاينن,1,بعد جباية مصاريف المدارس يتم استكمال الدراسة اونلاين,nile
مربي خنزير في صباطك,1,رائحة حذائك كريهة,magreb
يا شين السرج على البقر,1,ما أقبح السرج على البقر,gulf
 الموت غرباً وشرقاً وجنوباً 😥 ...ربي نرجو رحمتك ونخاف عذابك فأمنن علينا يا الله بفرجٍ قريب يُعز فيه أهل طاعتك ويُذل فيه أهل معصيتك...  ليبيا ,0,,msa
 وندهلي حبيبي جيت بلا سؤال من نومي سرقني من راحة البال 😍✋ فيروز ,0,,msa
عار عار عار عار عار عار مانحن فيه عار الدماء أنهار والشهداء بالعشرات الرصاص فى الرأس والرقبة والصدر,0,,egypt
اللهم امطر على قبر  محمد حسين جمعه وعلى قبور جميع موتانا وموتى المسلمين من سحائب رحمتك يارب اللهم اغسلهم بالماء والثلج والبرد,0,,msa
 علامات: من علامات موت القلب عدم الحزن على مافات وعدم الفرح على ماهو آت,0,,msa
  ماذا لو المدارس مختلطهاتذكرعندماكنت طالبه بالثانويه كانت هناك طالبات يدرسون في السعوديه مبتعثات من المغرب الجزائرواندنوسيا . ,0,,msa
  حلب فرانس برس:  واشنطن تتهم ضباطا سوريين بالاسم بارتكاب تجاوزات بحق المدنيين خلال جلسة  مجلس الأمن . ,0,,msa
نعلم ما تمثله مصر لإفريقيا وندعم خارطة الطريق  السادة المحترمون,0,,msa
 بمناسبة عيد المولد النبوي الشريف أهنئ الامةالاسلامية وخاصة من يفرحون بذكرى ميلاد الحبيب محمد صلى الله عليه وسلم كل عام وانتم بخير وعز وشرف ,0,,msa
السلطات تمنع الكثيرين من محامي اسر الشهداء من حضور محاكمة مبارك المحامون من حقهم حضور المحاكمة ولا ستتحول الى شيء اخر غير المحاكمة,0,,msa
 صحت مبادرة  كيري الشرعية اليمنية من سبات عميق ورأينا مالم نراه منذ تحرير عدن شكرا كيريإضغط لكي يتحرر باقي اليمن  تعز   ميدي ,0,,msa
 حبيب ريكي مارتن اصله سوري 🙊لابقييين لبعض 💕 ,0,,levant
  سوريا النائب قربي:  ندعو المجتمع الدولي للضغط على  تركيا لاغلاق الحدود أمام المجموعات الإرهابية ادلب  حلب  داعش  جبهة النصرة ,0,,msa
3 تم الإتصال أكثر من مرة وستكون عندنا بالغد في لجنة حقوق الإنسان,0,,msa
 بعد انهزام رينزي في استفتاء ايطاليا اوروبا تتجه رويدا الي الشعبوية و اليمين المتطرف ,0,,msa
كان  محمد يسرى سلامة صاحب رسالة كافح من أجلها طيلة حياته ولذلك فحتى موته كان بمثابة رسالة,0,,msa
 عيد الأم الام هي عيد الحياة,0,,msa
مصادر : 80 حافلة خرجت من أحياء حلب الشرقية حتى الآن تحمل مسلحين وعائلاتهم.,0,,msa
  غزة-جيش  الاحتلال يؤكد اشتباك قواته مع المتظاهرين شرق غزة مساء اليوم ,0,,msa
"بعد رفض ضياء رشوان (قطة النظام) تعديلات الدستور التى تجاهلت مقترحات نقابة الصحفيين, انتظروا فتح قضية قديمة لرشوان او اولاده, هتسكت ولا نذيع",0,,msa
 بيبآن من سلامي .. بيبان من كلامي ..بشتقلك وكل مآ فيآ بيشتقلك معآيآ 💔 اليسا ,0,,egypt
تدوينة هامة,0,,msa
 سيعلن جوليان أسانج مؤسس منظمة ويكليكس و من لندن عن فضيحة يقول انها ستحطم ☠هيلاري كلنتون و تنهي عائلة كلنيون.  تاسي  كويت  بورصة  فوركس ,0,,msa
 لا تقل لماذا منع  الصهاينة الأذان في  القدس .. و قل لماذا طبع معها  الأخوان و قد فعلت .. أردوغان ,0,,msa
اتمنى ان نتوحد جميعا لتحقيق اهداف الثورة المشكلة إقصاء المعترضين على فكر الاسلام السياسي أنا مسلم يساري هل يعترف مشايخ السلفية بإسلامي,0,,msa
 ستبدأ بعد ساعه ونصف اول مناظره بين المرشحان لنائب رئيس الولايات المتحده وهما تيم كين  نائب ل هيلاري كلنتون مايك بنس  نائب ل دونالد ترامب ,0,,msa
الجيل الحالي مثقف ومتفتح ويحسن فهم الناس  السادة المحترمون,0,,msa
يسقط حكم العسكر  انزل 30 اغسطس  مصر تنتفض ضد العسكر  مصر,0,,egypt
وحيات عينيك ،،،، اخذ صوت اخذ وجه حسن وطرب اصييل  مصر  الجيزة  القاهرة  شادية  الاهرامات  اسيوط…,0,,egypt
إمسك فلول !!,0,,msa
  الشنقيطي بلا حدودحركة  حماس هي الأنضج من الحركات الإسلامية الموجودة في العالم الإسلامي اليوم. ,0,,msa
رحم الله سامر سليمان، كان مصريا مخلصا لقيم المواطنة والديمقراطية وأستاذا متميزا للاقتصاد السياسي، رحمه الله,0,,msa
شهداء أسيوط فى جنة الخلد لن يضيع حقكم و لن نرهب من القتلة و الإرهابيينو يوم الحساب لقريب,0,,msa
ملف العدالة الاجتماعية هو الملف الاهم و الابرز لمحاربة الافكار المتطرفه,0,,msa
أدين بكل قوة العنف بكافة أشكاله وصوره ضد كل إنسان أيا كانت عقيدته أو انتماؤه قوتنا هي الحق وسلميتنا هي السبيل,0,,msa
جمهورية  شبرا الخيمة :),0,,msa
شاهد-  فيفي عبده راقصة سيذكرها التاريخ  الحكم  1,0,,msa
مصر القوية |10-لقد حذرنا في حزب مصر القوية ولا زلنا نحذر من خطورة تحول سلطات الدولة إلى مجرد سند لسلطة عسكرية لا تفهم الس…,0,,msa
